id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id1358929,2,2016-02-01 06:59:45,2016-02-01 07:10:51,1,-73.9450912475586,40.78311920166016,-73.91755676269531,40.80937957763672,N,666
id1691137,1,2016-02-20 15:14:17,2016-02-20 15:21:47,1,-73.958984375,40.81492614746094,-73.9710693359375,40.79541397094727,N,450
id3931728,2,2016-01-29 23:39:54,2016-01-30 00:05:45,1,-74.00267028808594,40.733840942382805,-73.94368743896483,40.8254508972168,N,1551
id0929744,2,2016-06-21 18:33:54,2016-06-21 18:49:09,2,-73.98726654052734,40.770702362060554,-73.95492553710938,40.77749633789063,N,915
id3606089,2,2016-03-12 12:10:49,2016-03-12 12:29:46,1,-73.9552001953125,40.76479721069336,-73.98722076416014,40.748580932617195,N,1137
id2045109,1,2016-06-06 22:24:34,2016-06-06 22:26:59,1,-73.98199462890625,40.779121398925774,-73.98841857910156,40.778900146484375,N,145
id2350288,2,2016-05-21 15:03:12,2016-05-21 15:18:37,5,-73.99456787109375,40.74365997314453,-73.983642578125,40.7646484375,N,925
id1681316,2,2016-01-29 05:10:04,2016-01-29 05:20:15,1,-73.9797134399414,40.75484848022461,-73.9797134399414,40.75484848022461,N,611
id2627283,2,2016-01-19 13:55:23,2016-01-19 14:05:02,3,-73.97440338134764,40.7558708190918,-73.98455810546875,40.74267959594727,N,579
id3455716,1,2016-05-15 11:57:40,2016-05-15 12:02:19,1,-73.9812774658203,40.7291145324707,-73.98737335205078,40.720252990722656,N,279
id0557441,1,2016-03-08 18:37:55,2016-03-08 18:53:01,1,-73.97843933105469,40.74525833129882,-73.95831298828125,40.77459335327149,N,906
id1122611,2,2016-04-11 06:57:42,2016-04-11 07:03:01,1,-73.98587799072266,40.73506927490234,-73.96991729736328,40.75677108764648,N,319
id0180470,2,2016-04-30 18:44:31,2016-04-30 18:46:17,1,-73.98370361328125,40.75527572631836,-73.97875213623048,40.758880615234375,N,106
id1190789,1,2016-03-14 08:51:09,2016-03-14 09:02:23,1,-74.0135269165039,40.717559814453125,-74.0053482055664,40.70575714111328,N,674
id3613170,1,2016-05-12 19:58:08,2016-05-12 20:17:51,3,-73.98782348632812,40.73836135864258,-74.00988006591797,40.710254669189446,N,1183
id2725704,2,2016-05-01 16:53:19,2016-05-01 17:13:49,2,-73.97787475585938,40.786895751953125,-73.98685455322266,40.74741363525391,N,1230
id2763553,2,2016-01-31 20:30:16,2016-01-31 20:38:08,5,-73.94819641113281,40.78961944580078,-73.97466278076173,40.75323867797852,N,472
id1139693,2,2016-05-06 12:54:11,2016-05-06 13:06:24,1,-73.98299407958984,40.76921844482422,-73.99340057373048,40.7537841796875,N,733
id1575618,2,2016-05-24 15:49:33,2016-05-24 16:17:21,1,-73.8731689453125,40.77410125732422,-73.9583282470703,40.76448059082031,N,1668
id0163355,1,2016-05-29 16:12:41,2016-05-29 16:24:55,1,-73.99452209472656,40.73978042602539,-74.001953125,40.7192611694336,N,734
id3334168,2,2016-04-15 07:07:25,2016-04-15 07:10:45,1,-73.99140167236328,40.74995040893555,-73.99568176269531,40.74022674560546,N,200
id2017421,1,2016-03-23 02:28:56,2016-03-23 02:33:19,1,-73.93093872070312,40.81617736816406,-73.91253662109375,40.86187362670898,N,263
id0471623,1,2016-06-01 13:16:05,2016-06-01 13:49:51,1,-73.79010772705078,40.643848419189446,-73.9364242553711,40.67796325683594,N,2026
id1509471,2,2016-05-21 03:58:37,2016-05-21 04:15:44,3,-74.00559234619139,40.7406005859375,-73.95816040039062,40.8154525756836,N,1027
id1797702,1,2016-03-10 22:08:59,2016-03-10 22:16:23,1,-73.9969482421875,40.731422424316406,-74.00515747070312,40.719329833984375,N,444
id0846604,1,2016-04-25 08:46:52,2016-04-25 09:00:08,1,-73.97490692138672,40.741943359375,-74.0080795288086,40.70638275146485,N,796
id2485300,1,2016-06-12 20:00:20,2016-06-12 20:31:44,3,-73.87079620361328,40.773704528808594,-73.93173980712889,40.858264923095696,N,1884
id3534936,2,2016-03-31 09:49:36,2016-03-31 09:58:21,1,-73.97098541259764,40.75567626953125,-73.96018981933594,40.766075134277344,N,525
id0289160,2,2016-01-12 23:07:23,2016-01-12 23:19:28,5,-73.97412109375,40.75970077514648,-73.9355926513672,40.80012893676758,N,725
id2379867,2,2016-01-13 07:50:28,2016-01-13 08:13:56,2,-74.01502227783203,40.70930099487305,-73.98020172119139,40.75128173828125,N,1408
id3381419,2,2016-05-07 03:00:12,2016-05-07 03:04:04,1,-73.93807220458984,40.69866561889648,-73.95094299316406,40.70989227294922,N,232
id2718432,2,2016-04-01 17:49:37,2016-04-01 18:08:41,2,-73.98605346679686,40.76763153076172,-73.98860931396483,40.75389099121094,N,1144
id0193274,2,2016-03-12 08:35:57,2016-03-12 08:47:57,5,-73.95021057128906,40.780059814453125,-73.97868347167967,40.752540588378906,N,720
id1880687,2,2016-05-06 20:03:24,2016-05-06 20:12:12,5,-73.95527648925781,40.76449966430664,-73.95790100097656,40.782188415527344,N,528
id2218560,1,2016-02-04 21:22:02,2016-02-04 21:28:14,1,-73.98445129394531,40.7432746887207,-73.98995208740233,40.729541778564446,N,372
id2232614,2,2016-02-22 19:22:46,2016-02-22 19:28:47,4,-73.97826385498048,40.74544525146485,-73.95490264892578,40.741458892822266,N,361
id3898285,1,2016-02-07 15:09:54,2016-02-07 15:42:42,3,-73.97232055664062,40.7823486328125,-74.17790222167967,40.690059661865234,N,1968
id3745871,2,2016-05-24 08:29:38,2016-05-24 08:33:07,1,-73.9972152709961,40.72414016723633,-74.00330352783203,40.72412109375,N,209
id3242807,1,2016-05-17 10:05:08,2016-05-17 10:25:15,1,-73.98522186279298,40.7443733215332,-73.98756408691406,40.76447677612305,N,1207
id2785876,1,2016-02-27 01:17:22,2016-02-27 01:23:22,1,-73.96321868896483,40.77448654174805,-73.97441864013672,40.76193237304688,N,360
id3337201,1,2016-06-27 14:44:11,2016-06-27 14:53:54,1,-73.96794891357422,40.76296615600586,-73.95700073242188,40.78335952758789,N,583
id3558227,2,2016-05-15 00:09:43,2016-05-15 00:34:21,1,-73.9280776977539,40.76382064819336,-73.99030303955078,40.74045181274414,N,1478
id3004149,2,2016-01-10 11:33:27,2016-01-10 11:41:40,5,-73.9566879272461,40.77075958251953,-73.97267913818358,40.764949798583984,N,493
id0419042,1,2016-05-01 18:35:32,2016-05-01 18:46:32,1,-73.98896026611328,40.75300598144531,-73.99154663085938,40.73003387451172,N,660
id1255786,1,2016-02-22 19:00:11,2016-02-22 19:11:17,1,-73.9929962158203,40.72784423828125,-73.97088623046875,40.75072479248047,N,666
id1978608,1,2016-05-28 13:38:06,2016-05-28 13:55:07,1,-73.94818115234375,40.77383041381836,-73.99076080322266,40.745418548583984,N,1021
id1303613,2,2016-04-30 12:34:32,2016-04-30 13:18:19,2,-73.77698516845702,40.646190643310554,-73.98150634765625,40.72920989990234,N,2627
id0120961,2,2016-04-27 09:37:54,2016-04-27 09:37:59,1,-73.98341369628906,40.750045776367195,-73.98399353027342,40.74923324584961,N,5
id0113274,1,2016-05-11 15:29:44,2016-05-11 15:50:04,1,-73.9582748413086,40.76042556762695,-73.9912109375,40.74705123901367,N,1220
id1295197,2,2016-03-13 13:54:11,2016-03-13 14:10:58,6,-73.99163818359375,40.749908447265625,-74.01068115234375,40.71759033203125,N,1007
id1641774,2,2016-03-02 08:42:34,2016-03-02 08:57:19,1,-73.99625396728516,40.732452392578125,-73.9791488647461,40.74990081787109,N,885
id2696352,1,2016-06-17 19:07:11,2016-06-17 19:32:49,1,-73.98956298828125,40.75871658325195,-73.9189224243164,40.74296188354492,N,1538
id2667846,2,2016-02-04 10:48:40,2016-02-04 11:07:56,1,-73.96702575683594,40.75336837768555,-73.95172119140625,40.781883239746094,N,1156
id0292309,1,2016-03-15 21:31:03,2016-03-15 21:41:57,1,-73.98259735107422,40.7354736328125,-74.00439453125,40.721622467041016,N,654
id3202699,1,2016-03-18 11:48:53,2016-03-18 11:54:41,1,-74.00295257568358,40.743999481201165,-74.00826263427734,40.74763488769531,N,348
id2247863,2,2016-02-23 16:46:31,2016-02-23 16:50:37,1,-73.99373626708984,40.746780395507805,-74.0046615600586,40.74789810180664,N,246
id2832874,2,2016-02-10 22:27:58,2016-02-10 23:01:00,1,-73.98619079589844,40.75914764404297,-73.94978332519531,40.67731094360352,N,1982
id2681158,2,2016-05-03 09:42:58,2016-05-03 09:49:33,1,-74.00305938720702,40.723491668701165,-74.00531005859375,40.73387145996094,N,395
id0566960,2,2016-03-21 20:07:33,2016-03-21 20:31:18,2,-74.00920867919923,40.71317672729492,-73.89073944091797,40.74306488037109,N,1425
id3973066,2,2016-05-03 15:58:22,2016-05-03 16:04:08,1,-73.95585632324217,40.76795959472656,-73.95568084716798,40.77875900268555,N,346
id3263312,2,2016-02-04 09:32:54,2016-02-04 09:43:00,1,-73.9803466796875,40.755149841308594,-73.99375152587889,40.73413848876953,N,606
id0961366,2,2016-06-13 23:50:32,2016-06-14 00:11:18,1,-73.872802734375,40.77398300170898,-73.9925765991211,40.74292755126953,N,1246
id1632366,2,2016-04-25 09:54:31,2016-04-25 10:05:05,5,-73.97515869140625,40.78015899658203,-73.95162200927734,40.79117202758789,N,634
id1272012,2,2016-01-19 11:29:29,2016-01-19 11:40:02,1,-74.00596618652342,40.714458465576165,-74.00383758544923,40.737701416015625,N,633
id0077887,1,2016-06-01 15:32:55,2016-06-01 15:40:32,1,-73.97549438476561,40.74537658691406,-73.97571563720702,40.74341583251953,N,457
id0536463,2,2016-05-28 15:57:31,2016-05-28 16:07:52,1,-73.9623794555664,40.7765007019043,-73.97962951660156,40.78644943237305,N,621
id0028761,2,2016-04-14 07:40:30,2016-04-14 07:57:18,1,-73.95989990234375,40.779491424560554,-73.9786605834961,40.7652587890625,N,1008
id2713207,1,2016-04-14 23:00:40,2016-04-14 23:04:07,1,-73.95308685302734,40.72217178344727,-73.95610809326173,40.73003768920898,N,207
id0871739,2,2016-03-15 09:50:51,2016-03-15 10:07:10,2,-73.98195648193358,40.77864456176758,-73.94630432128906,40.781265258789055,N,979
id3376265,1,2016-03-01 14:13:04,2016-03-01 14:47:38,1,-73.95904541015625,40.79972076416016,-73.98979949951173,40.715946197509766,N,2074
id2682449,1,2016-01-29 09:00:17,2016-01-29 09:18:36,2,-73.87082672119139,40.77376174926758,-73.95073699951173,40.778366088867195,N,1099
id2087942,1,2016-01-30 15:05:29,2016-01-30 15:10:24,1,-73.98745727539062,40.732513427734375,-73.99153900146483,40.72726821899414,N,295
id0049933,1,2016-05-19 15:27:46,2016-05-19 16:30:10,1,-73.97663116455078,40.74504852294922,-73.77635192871092,40.64545822143555,N,3744
id2505210,1,2016-01-10 02:35:26,2016-01-10 02:53:08,1,-73.99290466308595,40.74100875854492,-73.96100616455078,40.709598541259766,N,1062
id0687630,1,2016-03-31 06:05:30,2016-03-31 06:13:26,1,-73.99899291992188,40.75454330444336,-73.97914123535155,40.75594711303711,N,476
id0203344,2,2016-01-24 22:34:20,2016-01-24 23:07:42,1,-73.78048706054686,40.64577865600586,-73.97958374023438,40.775100708007805,N,2002
id2334805,2,2016-02-15 15:44:52,2016-02-15 16:03:53,1,-74.00982666015625,40.705692291259766,-74.00233459472656,40.7605857849121,N,1141
id2277417,2,2016-04-26 22:35:43,2016-04-26 22:56:55,5,-73.98508453369139,40.72784805297852,-73.94596099853516,40.79960250854492,N,1272
id1606652,2,2016-04-01 07:35:24,2016-04-01 07:39:12,5,-73.99722290039062,40.74686050415039,-74.00684356689453,40.75205993652344,N,228
id0512570,1,2016-02-20 22:49:47,2016-02-20 23:08:11,2,-73.97743225097656,40.75827407836913,-73.99835968017578,40.72297668457031,N,1104
id3505961,2,2016-02-13 17:38:25,2016-02-13 18:01:00,1,-73.98727416992188,40.76081085205078,-73.98445892333984,40.728862762451165,N,1355
id3349501,1,2016-06-15 13:52:09,2016-06-15 14:13:36,1,-73.98136138916014,40.76873779296875,-73.97920227050781,40.75441360473633,N,1287
id1120640,2,2016-01-28 17:58:46,2016-01-28 18:05:33,4,-74.00634002685547,40.751251220703125,-73.99689483642578,40.742500305175774,N,407
id1288647,2,2016-04-02 11:38:48,2016-04-02 11:48:21,1,-73.96356201171875,40.76557159423828,-73.98786926269531,40.77532196044922,N,573
id1529196,1,2016-06-04 02:06:02,2016-06-04 02:23:49,1,-74.00428771972656,40.74229431152344,-73.96376037597656,40.76520156860352,N,1067
id2754809,1,2016-04-26 18:40:01,2016-04-26 19:02:52,1,-73.9801254272461,40.78063583374024,-73.9757080078125,40.751361846923835,N,1371
id3113720,1,2016-05-28 17:41:29,2016-05-28 17:53:11,1,-73.99331665039062,40.762744903564446,-73.9591064453125,40.77763366699219,N,702
id0896320,1,2016-04-14 07:43:48,2016-04-14 07:57:44,1,-73.98743438720702,40.77613830566406,-73.98064422607422,40.751419067382805,N,836
id0397286,1,2016-03-02 22:41:36,2016-03-02 22:48:35,2,-73.98443603515625,40.76539611816406,-74.00028228759764,40.747264862060554,N,419
id3319627,2,2016-05-22 23:33:30,2016-05-22 23:46:26,5,-73.98812103271484,40.72100067138672,-74.00216674804686,40.74142837524414,N,776
id1205865,2,2016-06-19 11:38:19,2016-06-19 11:40:48,5,-73.97962951660156,40.743698120117195,-73.97969055175781,40.7489128112793,N,149
id0673168,2,2016-04-12 13:14:00,2016-04-12 13:29:30,1,-73.95384216308594,40.78509140014648,-73.95381164550781,40.76662063598633,N,930
id2286183,1,2016-05-02 01:34:43,2016-05-02 02:01:33,1,-73.98728942871094,40.75676345825195,-73.85752105712889,40.733184814453125,N,1610
id1722659,1,2016-01-04 07:54:56,2016-01-04 08:00:55,1,-73.99384307861328,40.720611572265625,-73.9897232055664,40.73323440551758,N,359
id3501347,2,2016-06-22 06:49:06,2016-06-22 07:00:52,1,-73.96733856201173,40.79310989379882,-73.96439361572266,40.767181396484375,N,706
id3919711,2,2016-04-01 18:32:54,2016-04-01 18:38:16,5,-74.0038833618164,40.741966247558594,-73.99443054199219,40.750736236572266,N,322
id0769310,1,2016-04-19 23:46:36,2016-04-19 23:50:29,1,-73.9919662475586,40.748802185058594,-74.00450134277344,40.740482330322266,N,233
id0979589,1,2016-02-17 16:57:59,2016-02-17 17:31:36,1,-73.98672485351561,40.76146697998047,-73.99465942382812,40.70374298095703,N,2017
id1426780,2,2016-03-25 21:00:31,2016-03-25 21:05:56,1,-73.9796142578125,40.73974609375,-73.98714447021484,40.72927474975586,N,325
id3258869,2,2016-04-19 08:52:16,2016-04-19 09:04:20,1,-73.99002075195312,40.73127746582031,-73.99683380126953,40.72385025024414,N,724
id1394065,1,2016-06-27 21:33:22,2016-06-27 21:49:48,2,-74.00767517089844,40.73990631103516,-73.97063446044923,40.750953674316406,N,986
id0818139,2,2016-02-09 19:42:51,2016-02-09 20:00:44,1,-73.981689453125,40.76816177368164,-73.95098876953125,40.7705307006836,N,1073
id3271270,1,2016-06-17 23:19:20,2016-06-17 23:26:22,1,-73.96975708007811,40.7629508972168,-73.978515625,40.7773666381836,N,422
id3786934,1,2016-03-31 18:28:24,2016-03-31 18:34:44,1,-73.98951721191406,40.73583221435546,-73.98077392578125,40.74754333496094,N,380
id3625372,1,2016-04-02 09:19:05,2016-04-02 10:59:20,1,-73.79033660888672,40.646751403808594,-73.98838043212889,40.75911331176758,N,6015
id3255588,2,2016-03-29 23:45:05,2016-03-29 23:50:46,4,-73.9713134765625,40.75818634033203,-73.98358917236328,40.74386596679688,N,341
id0384758,1,2016-06-16 10:54:50,2016-06-16 11:06:50,1,-74.00891876220702,40.71597290039063,-74.00543212890625,40.71123504638672,N,720
id2496686,2,2016-04-23 20:49:44,2016-04-23 20:55:44,2,-73.98268127441406,40.74227523803711,-73.99010467529298,40.74685287475586,N,360
id1384349,2,2016-01-01 04:40:55,2016-01-01 05:02:30,1,-73.99663543701173,40.76008605957031,-73.99851989746092,40.76048278808594,N,1295
id1554244,1,2016-01-11 15:27:45,2016-01-11 15:30:01,2,-74.0030517578125,40.7281379699707,-73.99832153320312,40.73526382446289,N,136
id0235362,2,2016-06-07 09:21:30,2016-06-07 09:48:30,2,-73.93894958496092,40.80487823486328,-73.96904754638672,40.763893127441406,N,1620
id1699209,1,2016-01-22 16:42:27,2016-01-22 16:49:13,1,-73.96395874023438,40.771308898925774,-73.95738983154298,40.76211929321289,N,406
id3856173,2,2016-06-04 10:56:50,2016-06-04 11:09:48,1,-73.98357391357422,40.76819610595703,-73.96215057373048,40.77924346923828,N,778
id0161154,2,2016-01-11 12:05:41,2016-01-11 12:08:46,1,-73.96479034423827,40.772605895996094,-73.9574966430664,40.782730102539055,N,185
id0510009,2,2016-01-03 09:35:53,2016-01-03 09:42:25,1,-73.88745880126953,40.75545883178711,-73.88394927978516,40.74776840209961,N,392
id3332451,2,2016-03-12 18:59:00,2016-03-12 19:09:33,5,-73.99430084228516,40.741069793701165,-73.97805023193358,40.73413848876953,N,633
id2160294,1,2016-01-21 12:28:11,2016-01-21 12:36:01,1,-73.97228240966798,40.7455940246582,-73.98623657226561,40.737003326416016,N,470
id0656178,2,2016-02-27 09:19:31,2016-02-27 09:25:14,6,-73.9914779663086,40.74483108520508,-73.97367858886719,40.74359893798828,N,343
id2545793,1,2016-02-05 22:43:48,2016-02-05 22:50:01,2,-73.97877502441406,40.76213836669922,-73.96330261230467,40.76265335083008,N,373
id3533416,1,2016-06-13 14:59:39,2016-06-13 15:09:44,1,-73.97121429443358,40.786075592041016,-73.95745086669923,40.77455139160156,N,605
id3979552,2,2016-01-14 13:14:56,2016-01-14 13:39:50,5,-73.94525146484375,40.780120849609375,-73.95790100097656,40.73273086547852,N,1494
id2254867,2,2016-01-20 17:22:46,2016-01-20 18:30:00,6,-73.78227233886719,40.644779205322266,-74.00930023193358,40.705669403076165,N,4034
id3332000,2,2016-05-20 19:51:55,2016-05-20 19:57:18,1,-73.95516967773438,40.77933120727539,-73.94906616210938,40.77159118652344,N,323
id3654615,2,2016-04-08 21:45:19,2016-04-08 21:52:16,1,-73.98181915283203,40.738327026367195,-73.98128509521484,40.750038146972656,N,417
id3794681,1,2016-01-28 14:41:54,2016-01-28 14:49:26,1,-73.95138549804686,40.7835350036621,-73.95941925048828,40.78047943115234,N,452
id1542623,1,2016-06-02 13:58:31,2016-06-02 14:09:52,1,-73.97714996337889,40.774768829345696,-73.9813232421875,40.764358520507805,N,681
id1834712,1,2016-05-17 08:30:12,2016-05-17 08:56:57,1,-73.96843719482422,40.755718231201165,-74.01117706298828,40.70878219604492,N,1605
id0791499,2,2016-01-07 15:34:08,2016-01-07 15:39:39,1,-73.99723052978516,40.76234817504882,-73.99364471435547,40.75221633911133,N,331
id3131910,1,2016-05-08 00:00:37,2016-05-08 00:10:15,2,-73.97925567626953,40.76480484008789,-73.9539337158203,40.78394317626953,N,578
id3058227,1,2016-06-24 19:13:53,2016-06-24 19:32:46,1,-74.00789642333984,40.731544494628906,-73.98474884033203,40.764892578125,N,1133
id3191769,2,2016-05-14 20:09:11,2016-05-14 20:40:26,5,-73.9772186279297,40.78778076171875,-74.00127410888672,40.72921752929688,N,1875
id0184554,2,2016-06-13 22:16:01,2016-06-13 22:43:22,1,-73.97955322265625,40.75521087646485,-73.99510955810547,40.69300842285156,N,1641
id2812136,2,2016-01-13 21:33:24,2016-01-13 21:41:50,2,-73.99656677246092,40.76357269287109,-73.98934173583984,40.74085235595703,N,506
id1814956,2,2016-04-08 04:20:11,2016-04-08 04:28:56,1,-73.98410797119139,40.743438720703125,-73.97875213623048,40.765098571777344,N,525
id2125671,2,2016-04-05 18:28:27,2016-04-05 18:43:53,1,-74.0032730102539,40.725215911865234,-73.99169158935547,40.71954345703125,N,926
id2334802,2,2016-04-04 08:00:47,2016-04-04 08:15:43,6,-74.00528717041014,40.73460006713867,-73.97686767578125,40.76424026489258,N,896
id2118229,2,2016-05-16 10:26:16,2016-05-16 10:28:49,2,-73.98933410644531,40.71628952026367,-73.98580169677734,40.72289657592773,N,153
id2087447,1,2016-01-29 13:45:34,2016-01-29 13:54:53,1,-73.9763946533203,40.763580322265625,-73.97267150878906,40.7806510925293,N,559
id1041309,2,2016-02-25 09:46:08,2016-02-25 09:57:12,1,-73.98000335693358,40.75484085083008,-73.99109649658203,40.75397872924805,N,664
id0117331,2,2016-03-28 17:01:30,2016-03-28 17:07:33,1,-73.98094177246092,40.75191116333008,-73.9735107421875,40.75878143310546,N,363
id1750103,1,2016-06-07 09:03:58,2016-06-07 09:07:38,1,-73.98200988769531,40.75195693969727,-73.98973083496092,40.74132537841797,N,220
id3580112,1,2016-04-24 15:40:10,2016-04-24 15:46:21,1,-73.96609497070312,40.76183319091797,-73.95411682128906,40.78145599365234,N,371
id0325752,2,2016-05-10 09:47:53,2016-05-10 09:58:50,1,-73.98257446289062,40.74835586547852,-73.97481536865233,40.759727478027344,N,657
id1536913,2,2016-03-05 01:22:48,2016-03-05 01:32:12,5,-73.98658752441406,40.73725509643555,-73.96218872070312,40.75956344604492,N,564
id2059397,1,2016-06-20 09:10:46,2016-06-20 09:24:03,1,-73.98238372802734,40.7739372253418,-73.9896240234375,40.762939453125,N,797
id0515194,2,2016-06-21 18:41:53,2016-06-21 19:18:12,1,-73.78996276855469,40.64703369140625,-73.97701263427734,40.751663208007805,N,2179
id3311589,1,2016-05-07 11:12:33,2016-05-07 11:20:39,1,-73.96316528320312,40.769088745117195,-73.95352935791014,40.78491973876953,N,486
id3594467,2,2016-05-18 00:15:00,2016-05-19 00:13:49,2,-74.01325225830078,40.707061767578125,-73.95864868164062,40.68833160400391,N,86329
id3073545,2,2016-03-23 19:35:17,2016-03-23 19:54:46,1,-73.98860931396483,40.74861145019531,-73.97216796875,40.79224395751953,N,1169
id3799496,2,2016-02-29 07:49:40,2016-02-29 08:07:32,1,-73.92548370361328,40.772010803222656,-73.93682098388672,40.804153442382805,N,1072
id0958178,2,2016-03-08 09:24:20,2016-03-08 09:35:01,1,-73.96466064453125,40.7635498046875,-73.97187805175781,40.75885009765625,N,641
id3639707,2,2016-01-29 19:01:05,2016-01-29 19:12:29,5,-73.99081420898438,40.73380661010742,-73.99360656738281,40.721576690673835,N,684
id1627554,1,2016-06-05 23:21:34,2016-06-05 23:24:56,1,-73.94178009033203,40.7984619140625,-73.95220947265625,40.781368255615234,N,202
id3506918,1,2016-02-01 09:50:27,2016-02-01 09:56:14,1,-73.96743774414062,40.79325485229492,-73.97996520996092,40.78047943115234,N,347
id1569392,1,2016-06-06 19:35:48,2016-06-06 19:48:50,2,-73.99864196777344,40.74011993408203,-73.98702239990233,40.756309509277344,N,782
id2357584,1,2016-01-16 21:46:43,2016-01-16 22:03:26,1,-73.87315368652342,40.774089813232415,-73.98656463623048,40.750354766845696,N,1003
id3263314,1,2016-04-02 17:27:16,2016-04-02 17:36:00,1,-74.00214385986328,40.70988082885742,-74.00098419189453,40.719688415527344,N,524
id1139881,2,2016-01-28 20:03:18,2016-01-28 20:08:48,1,-73.97794342041014,40.77392578125,-73.97991943359375,40.78120040893555,N,330
id0533479,1,2016-03-02 22:06:37,2016-03-02 22:20:20,1,-73.98203277587889,40.77174377441406,-73.94994354248048,40.78430938720703,N,823
id1956571,2,2016-04-23 09:19:00,2016-04-23 09:32:14,1,-73.98576354980467,40.757518768310554,-73.98007965087889,40.73492050170898,N,794
id1924202,2,2016-05-05 15:31:12,2016-05-05 15:57:18,1,-73.98360443115233,40.74244689941406,-73.98872375488281,40.7692756652832,N,1566
id1272212,2,2016-01-13 18:51:05,2016-01-13 18:55:05,1,-73.955322265625,40.77721786499024,-73.94779968261719,40.789493560791016,N,240
id1967825,2,2016-04-18 12:12:01,2016-04-18 12:44:44,1,-73.95585632324217,40.780460357666016,-73.98139190673827,40.74979019165039,N,1963
id1474218,1,2016-05-17 12:29:02,2016-05-17 12:51:59,3,-73.97675323486328,40.76535034179688,-73.96491241455078,40.80637741088867,N,1377
id3510569,2,2016-01-29 02:50:30,2016-01-29 02:52:36,1,-73.98607635498048,40.75715255737305,-73.99070739746092,40.75083160400391,N,126
id2506691,1,2016-06-21 12:54:07,2016-06-21 12:56:38,1,-73.99884796142578,40.7232551574707,-74.00505065917967,40.71890640258789,N,151
id2922126,2,2016-03-05 00:45:53,2016-03-05 01:15:16,1,-73.98558044433594,40.73867034912109,-73.94515991210938,40.82622909545898,N,1763
id3713267,2,2016-02-29 14:12:38,2016-02-29 14:43:16,1,-74.00885009765625,40.712528228759766,-73.96527099609375,40.77341842651367,N,1838
id3087107,1,2016-06-17 15:45:08,2016-06-17 15:49:30,1,-73.98106384277344,40.744266510009766,-73.99176025390625,40.73862075805664,N,262
id3648742,1,2016-03-18 09:30:25,2016-03-18 09:54:17,1,-73.97747039794923,40.72591018676758,-73.97611236572266,40.75432586669922,N,1432
id1226484,1,2016-02-07 21:38:59,2016-02-07 21:43:59,1,-73.96356201171875,40.798606872558594,-73.95780181884764,40.81505584716797,N,300
id1481828,1,2016-05-08 00:12:53,2016-05-08 00:18:13,1,-73.98643493652342,40.730293273925774,-73.99367523193358,40.73592758178711,N,320
id1570715,2,2016-06-12 14:24:03,2016-06-12 14:30:01,1,-73.99044036865233,40.74039077758789,-74.00116729736328,40.73389053344727,N,358
id3920022,2,2016-04-22 16:21:04,2016-04-22 16:28:55,4,-73.9830551147461,40.76130294799805,-73.99103546142578,40.75037384033203,N,471
id0554262,2,2016-05-06 06:04:25,2016-05-06 06:11:34,6,-73.98136901855469,40.729000091552734,-73.96877288818358,40.75749969482422,N,429
id3260968,2,2016-02-12 19:22:17,2016-02-12 19:50:27,3,-73.98573303222656,40.76292419433594,-73.93964385986328,40.85132598876953,N,1690
id2198170,2,2016-06-19 21:24:13,2016-06-19 21:40:20,6,-73.95201873779298,40.78395462036133,-73.96693420410156,40.80430603027344,N,967
id3937115,2,2016-03-14 04:38:41,2016-03-14 05:02:14,1,-73.99825286865233,40.75081634521485,-73.95598602294923,40.65586853027344,N,1413
id0236991,2,2016-01-30 01:50:30,2016-01-30 02:10:13,1,-73.94490814208984,40.77898025512695,-74.00485229492188,40.72121810913086,N,1183
id3000182,1,2016-06-20 12:53:17,2016-06-20 13:10:07,1,-73.9505615234375,40.77958297729492,-73.97394561767578,40.74768829345703,N,1010
id1384786,2,2016-05-26 20:12:04,2016-05-26 20:35:48,3,-73.95566558837889,40.764209747314446,-73.99110412597656,40.75081253051758,N,1424
id2327558,1,2016-04-10 10:40:39,2016-04-10 10:44:24,1,-73.99506378173827,40.75019073486328,-74.00553131103516,40.74500274658203,N,225
id2286246,1,2016-05-27 10:41:39,2016-05-27 10:44:10,3,-74.00629425048828,40.70784378051758,-74.00330352783203,40.70779037475586,N,151
id0876907,2,2016-06-04 09:06:41,2016-06-04 09:24:02,1,-73.99771118164062,40.766021728515625,-73.98562622070312,40.756309509277344,N,1041
id1518653,1,2016-06-04 11:43:38,2016-06-04 11:57:52,1,-73.96512603759764,40.75900650024414,-73.94561004638672,40.77442169189453,N,854
id1664475,2,2016-02-13 00:12:09,2016-02-13 00:16:16,2,-73.99275970458984,40.769649505615234,-73.99784088134764,40.764930725097656,N,247
id2191925,1,2016-04-19 08:29:46,2016-04-19 08:46:27,1,-73.97444915771484,40.73222351074219,-73.96885681152342,40.76081085205078,N,1001
id1661209,2,2016-02-29 20:03:00,2016-02-29 20:06:27,6,-73.95791625976561,40.78510665893555,-73.96143341064453,40.77505874633789,N,207
id1442083,1,2016-02-27 00:46:14,2016-02-27 00:48:27,2,-73.96730041503906,40.75268173217773,-73.96173095703125,40.76031875610352,N,133
id2639109,1,2016-06-25 01:31:06,2016-06-25 01:48:53,2,-73.99109649658203,40.72769165039063,-73.99755859375,40.76108551025391,N,1067
